RowNumber,AnimalName,AnimalGender,AnimalBirthMonth,BreedName,Borough,ZipCode,LicenseIssuedDate,LicenseExpiredDate,Extract Year
87373,ZOEY,F,2014,Shih Tzu,,11228,08/19/2016,08/19/2021,2016
87408,ELLIE,F,2006,Toy Fox Terrier,,11201,08/19/2016,08/19/2021,2016
87437,BUDDY,M,2014,Bassett Hound,,11234,08/19/2016,08/19/2021,2016
92306,NELLIE,F,2015,Cocker Spaniel,,11213,09/13/2016,08/19/2021,2016
96632,THEODORE,M,2014,Australian Cattledog,,10021,10/01/2016,08/19/2021,2016
28434,ELLIE,F,2006,Toy Fox Terrier,,11201,08/19/2016,08/19/2021,2017
28448,ZOEY,F,2014,Shih Tzu,,11228,08/19/2016,08/19/2021,2017
28463,BUDDY,M,2014,Bassett Hound,,11234,08/19/2016,08/19/2021,2017
30907,NELLIE,F,2015,Cocker Spaniel,,11213,09/13/2016,08/19/2021,2017
32886,THEODORE,M,2014,Australian Cattledog,,10021,10/01/2016,08/19/2021,2017
82321,BOBBY,M,2012,Unknown,,11237,07/26/2017,08/19/2021,2017
88522,MAGGIE,F,2009,Catahoula Leopard Dog,,10038,08/19/2017,08/19/2021,2017
6869,ELLIE,F,2006,Toy Fox Terrier,,11201,08/19/2016,08/19/2021,2018
6872,ZOEY,F,2014,Shih Tzu,,11228,08/19/2016,08/19/2021,2018
6877,BUDDY,M,2014,Bassett Hound,,11234,08/19/2016,08/19/2021,2018
7503,NELLIE,F,2015,Cocker Spaniel,,11213,09/13/2016,08/19/2021,2018
7870,THEODORE,M,2014,Australian Cattledog,,10021,10/01/2016,08/19/2021,2018
29186,BOBBY,M,2012,Unknown,,11237,07/26/2017,08/19/2021,2018
32400,MAGGIE,F,2009,Catahoula Leopard Dog,,10038,08/19/2017,08/19/2021,2018
83150,BAM-BAM,M,2014,Pug,,11367,07/06/2018,08/19/2021,2018
86628,WHISKERS,M,2011,Miniature Schnauzer,,11238,07/23/2018,08/19/2021,2018
87472,GUILLERMINA,F,2014,Chihuahua Crossbreed,,10016,08/20/2016,08/20/2021,2016
87473,IVAN,M,2011,Shih Tzu,,10003,08/20/2016,08/20/2021,2016
87511,ZIGGY,M,2015,Vizsla,,10128,08/20/2016,08/20/2021,2016
87557,MIMI,M,2007,Pomeranian,,11415,08/20/2016,08/20/2021,2016
28553,MIMI,M,2007,Pomeranian,,11415,08/20/2016,08/20/2021,2017
28575,GUILLERMINA,F,2014,Chihuahua Crossbreed,,10016,08/20/2016,08/20/2021,2017
28576,IVAN,M,2011,Shih Tzu,,10003,08/20/2016,08/20/2021,2017
28582,ZIGGY,M,2015,Vizsla,,10128,08/20/2016,08/20/2021,2017
6880,GUILLERMINA,F,2014,Chihuahua Crossbreed,,10016,08/20/2016,08/20/2021,2018
6881,IVAN,M,2011,Shih Tzu,,10003,08/20/2016,08/20/2021,2018
6889,ZIGGY,M,2015,Vizsla,,10128,08/20/2016,08/20/2021,2018
6893,MIMI,M,2007,Pomeranian,,11415,08/20/2016,08/20/2021,2018
81234,BEYCON,M,2014,Chihuahua,,11206,06/26/2018,08/20/2021,2018
87586,BOWIE,M,2015,Boston Terrier,,11211,08/21/2016,08/21/2021,2016
87609,LEVIATHAN,M,2014,Labrador Retriever,,11215,08/21/2016,08/21/2021,2016
87640,CICERO,M,2011,French Bulldog,,11215,08/21/2016,08/21/2021,2016
87674,DEXTER,M,2014,Chihuahua,,10023,08/21/2016,08/21/2021,2016
87838,MOLLY,F,2013,Unknown,,11357,08/22/2016,08/21/2021,2016
28598,DEXTER,M,2014,Chihuahua,,10023,08/21/2016,08/21/2021,2017
28611,CICERO,M,2011,French Bulldog,,11215,08/21/2016,08/21/2021,2017
28656,BOWIE,M,2015,Boston Terrier,,11211,08/21/2016,08/21/2021,2017
28666,LEVIATHAN,M,2014,Labrador Retriever,,11215,08/21/2016,08/21/2021,2017
28797,MOLLY,F,2013,Unknown,,11357,08/22/2016,08/21/2021,2017
6903,LEVIATHAN,M,2014,Labrador Retriever,,11215,08/21/2016,08/21/2021,2018
6909,BOWIE,M,2015,Boston Terrier,,11211,08/21/2016,08/21/2021,2018
6917,DEXTER,M,2014,Chihuahua,,10023,08/21/2016,08/21/2021,2018
6920,CICERO,M,2011,French Bulldog,,11215,08/21/2016,08/21/2021,2018
6942,MOLLY,F,2013,Unknown,,11357,08/22/2016,08/21/2021,2018
92724,OLI,F,2016,Lagotto Romagnolo,,10021,08/21/2018,08/21/2021,2018
81306,MOLLY,F,2010,Labrador Retriever,,11234,07/26/2016,08/22/2021,2016
85457,POMMY,F,2010,Unknown,,11358,08/11/2016,08/22/2021,2016
87748,BURT,M,2016,Whippet,,10463,08/22/2016,08/22/2021,2016
87751,APOLLO,M,2015,Yorkshire Terrier,,11385,08/22/2016,08/22/2021,2016
87754,SOODY,F,2016,Goldendoodle,,10028,08/22/2016,08/22/2021,2016
87790,MAGNOLIA,F,2016,Norwich Terrier,,10282,08/22/2016,08/22/2021,2016
104380,FORREST,M,2011,Unknown,,10022,11/10/2016,08/22/2021,2016
25546,MOLLY,F,2010,Labrador Retriever,,11234,07/26/2016,08/22/2021,2017
27585,POMMY,F,2010,Unknown,,11358,08/11/2016,08/22/2021,2017
28748,SOODY,F,2016,Goldendoodle,,10028,08/22/2016,08/22/2021,2017
28769,APOLLO,M,2015,Yorkshire Terrier,,11385,08/22/2016,08/22/2021,2017
28773,BURT,M,2016,Whippet,,10463,08/22/2016,08/22/2021,2017
28815,MAGNOLIA,F,2016,Norwich Terrier,,10282,08/22/2016,08/22/2021,2017
36894,FORREST,M,2011,Unknown,,10022,11/10/2016,08/22/2021,2017
76614,FRED,M,2009,Unknown,,10025,07/01/2017,08/22/2021,2017
89208,MAO,F,2016,Samoyed,,10016,08/22/2017,08/22/2021,2017
6138,MOLLY,F,2010,Labrador Retriever,,11234,07/26/2016,08/22/2021,2018
6610,POMMY,F,2010,Unknown,,11358,08/11/2016,08/22/2021,2018
6929,BURT,M,2016,Whippet,,10463,08/22/2016,08/22/2021,2018
6930,APOLLO,M,2015,Yorkshire Terrier,,11385,08/22/2016,08/22/2021,2018
6934,SOODY,F,2016,Goldendoodle,,10028,08/22/2016,08/22/2021,2018
6945,MAGNOLIA,F,2016,Norwich Terrier,,10282,08/22/2016,08/22/2021,2018
8507,FORREST,M,2011,Unknown,,10022,11/10/2016,08/22/2021,2018
26243,FRED,M,2009,Unknown,,10025,07/01/2017,08/22/2021,2018
32684,MAO,F,2016,Samoyed,,10016,08/22/2017,08/22/2021,2018
92900,JIMMY,M,2016,Goldendoodle,,11104,08/22/2018,08/22/2021,2018
93006,OMAR,M,2009,Rhodesian Ridgeback,,10028,08/22/2018,08/22/2021,2018
93247,ANUBIS,M,2011,Unknown,,11201,08/23/2018,08/22/2021,2018
75372,TROUSERS,M,2012,Pug,,11201,07/03/2016,08/23/2021,2016
88077,BROOKLYN,M,2009,American Pit Bull Terrier/Pit Bull,,11221,08/23/2016,08/23/2021,2016
88107,JANE,F,2005,German Shepherd Crossbreed,,10029,08/23/2016,08/23/2021,2016
88192,OTIS,M,2016,Dachshund Smooth Coat Miniature,,10028,08/23/2016,08/23/2021,2016
22850,TROUSERS,M,2012,Pug,,11201,07/03/2016,08/23/2021,2017
28847,JANE,F,2005,German Shepherd Crossbreed,,10029,08/23/2016,08/23/2021,2017
28863,OTIS,M,2016,Dachshund Smooth Coat Miniature,,10028,08/23/2016,08/23/2021,2017
28923,BROOKLYN,M,2009,American Pit Bull Terrier/Pit Bull,,11221,08/23/2016,08/23/2021,2017
5658,TROUSERS,M,2012,Pug,,11201,07/03/2016,08/23/2021,2018
6965,BROOKLYN,M,2009,American Pit Bull Terrier/Pit Bull,,11221,08/23/2016,08/23/2021,2018
6984,JANE,F,2005,German Shepherd Crossbreed,,10029,08/23/2016,08/23/2021,2018
6993,OTIS,M,2016,Dachshund Smooth Coat Miniature,,10028,08/23/2016,08/23/2021,2018
93152,MATA,F,2008,Jack Russell Terrier,,11231,08/23/2018,08/23/2021,2018
93162,LADY,F,2016,Boston Terrier,,10308,08/23/2018,08/23/2021,2018
93216,MARGOT,F,2017,Miniature Australian Shepherd,,10016,08/23/2018,08/23/2021,2018
93222,CANYON,F,2012,German Shepherd Dog,,10306,08/23/2018,08/23/2021,2018
93237,LUCKY,F,2014,Labrador Retriever,,10309,08/23/2018,08/23/2021,2018
93281,GYPSY,F,2016,Golden Retriever,,11220,08/23/2018,08/23/2021,2018
93335,OREO,M,2017,Labrador Retriever Crossbreed,,11375,08/23/2018,08/23/2021,2018
105563,CHIARA,F,2015,French Bulldog,,10011,10/25/2018,08/23/2021,2018
88242,MARLEY,M,2015,Yorkshire Terrier,,10037,08/24/2016,08/24/2021,2016
88259,CHEWIE,F,2015,Cocker Spaniel,,10019,08/24/2016,08/24/2021,2016
88294,MARIO,M,2014,Maltese,,11373,08/24/2016,08/24/2021,2016
88311,LEO,M,2016,Terrier mix,,10011,08/24/2016,08/24/2021,2016
88331,LEELA,F,2016,Labrador Retriever Crossbreed,,11220,08/24/2016,08/24/2021,2016
92014,ZEKE,M,2013,Terrier mix,,10471,09/13/2016,08/24/2021,2016
97973,LULU,F,2012,Chihuahua,,11103,10/08/2016,08/24/2021,2016
28950,MARIO,M,2014,Maltese,,11373,08/24/2016,08/24/2021,2017
28955,LEO,M,2016,Terrier mix,,10011,08/24/2016,08/24/2021,2017
28970,LEELA,F,2016,Labrador Retriever Crossbreed,,11220,08/24/2016,08/24/2021,2017
28983,MARLEY,M,2015,Yorkshire Terrier,,10037,08/24/2016,08/24/2021,2017
29024,CHEWIE,F,2015,Cocker Spaniel,,10019,08/24/2016,08/24/2021,2017
30945,ZEKE,M,2013,Terrier mix,,10471,09/13/2016,08/24/2021,2017
33673,LULU,F,2012,Chihuahua,,11103,10/08/2016,08/24/2021,2017
6998,MARLEY,M,2015,Yorkshire Terrier,,10037,08/24/2016,08/24/2021,2018
7005,CHEWIE,F,2015,Cocker Spaniel,,10019,08/24/2016,08/24/2021,2018
7014,LEELA,F,2016,Labrador Retriever Crossbreed,,11220,08/24/2016,08/24/2021,2018
7016,MARIO,M,2014,Maltese,,11373,08/24/2016,08/24/2021,2018
7019,LEO,M,2016,Terrier mix,,10011,08/24/2016,08/24/2021,2018
7487,ZEKE,M,2013,Terrier mix,,10471,09/13/2016,08/24/2021,2018
8014,LULU,F,2012,Chihuahua,,11103,10/08/2016,08/24/2021,2018
86886,MAXIMUS,M,2009,Unknown,,10301,07/23/2018,08/24/2021,2018
93344,ALFIE,M,2017,Jack Russell Terrier,,10065,08/24/2018,08/24/2021,2018
93345,STELLA,F,2016,"Bull Dog, English",,10001,08/24/2018,08/24/2021,2018
93387,BENTLEY,M,2013,Beagle,,11363,08/24/2018,08/24/2021,2018
93507,DANTE,M,2009,Labrador Retriever,,10001,08/24/2018,08/24/2021,2018
99531,BELLA,F,2017,Yorkshire Terrier Crossbreed,,10471,09/24/2018,08/24/2021,2018
101993,ROCKY,M,2014,Yorkshire Terrier Crossbreed,,11236,10/07/2018,08/24/2021,2018
104858,GEORGIA,F,2008,Unknown,,11217,10/22/2018,08/24/2021,2018
43358,BALTO,M,2015,Unknown,,11357,02/12/2016,08/25/2021,2016
73991,SCARLET,F,2010,"Welsh Corgi, Pembroke",,11211,06/28/2016,08/25/2021,2016
74493,JACKSON,M,2012,German Shepherd Dog,,11385,06/29/2016,08/25/2021,2016
77894,BEBE,M,2007,Shih Tzu,,11229,07/13/2016,08/25/2021,2016
88501,BOSCO,M,2009,Labrador Retriever,,10472,08/25/2016,08/25/2021,2016
88513,WALKER,M,2016,Boxer,,11201,08/25/2016,08/25/2021,2016
8823,BALTO,M,2015,Unknown,,11357,02/12/2016,08/25/2021,2017
22288,SCARLET,F,2010,"Welsh Corgi, Pembroke",,11211,06/28/2016,08/25/2021,2017
22348,JACKSON,M,2012,German Shepherd Dog,,11385,06/29/2016,08/25/2021,2017
24028,BEBE,M,2007,Shih Tzu,,11229,07/13/2016,08/25/2021,2017
29057,WALKER,M,2016,Boxer,,11201,08/25/2016,08/25/2021,2017
29067,BOSCO,M,2009,Labrador Retriever,,10472,08/25/2016,08/25/2021,2017
3425,BALTO,M,2015,Unknown,,11357,02/12/2016,08/25/2021,2018
5579,SCARLET,F,2010,"Welsh Corgi, Pembroke",,11211,06/28/2016,08/25/2021,2018
5608,JACKSON,M,2012,German Shepherd Dog,,11385,06/29/2016,08/25/2021,2018
5825,BEBE,M,2007,Shih Tzu,,11229,07/13/2016,08/25/2021,2018
7043,BOSCO,M,2009,Labrador Retriever,,10472,08/25/2016,08/25/2021,2018
7048,WALKER,M,2016,Boxer,,11201,08/25/2016,08/25/2021,2018
74020,RIPLEY,F,2015,Chihuahua,,10069,06/28/2016,08/26/2021,2016
75619,BOGEY,F,2014,"Poodle, Standard",,10011,07/05/2016,08/26/2021,2016
76729,MELO,M,2012,Yorkshire Terrier,,11420,07/10/2016,08/26/2021,2016
77165,LEXA,F,2010,Maltese,,10016,07/12/2016,08/26/2021,2016
88566,HULA,F,2016,Beagle,,10314,08/26/2016,08/26/2021,2016
22296,RIPLEY,F,2015,Chihuahua,,10069,06/28/2016,08/26/2021,2017
22995,BOGEY,F,2014,"Poodle, Standard",,10011,07/05/2016,08/26/2021,2017
23514,MELO,M,2012,Yorkshire Terrier,,11420,07/10/2016,08/26/2021,2017
23780,LEXA,F,2010,Maltese,,10016,07/12/2016,08/26/2021,2017
29159,HULA,F,2016,Beagle,,10314,08/26/2016,08/26/2021,2017
5578,RIPLEY,F,2015,Chihuahua,,10069,06/28/2016,08/26/2021,2018
5685,BOGEY,F,2014,"Poodle, Standard",,10011,07/05/2016,08/26/2021,2018
5772,MELO,M,2012,Yorkshire Terrier,,11420,07/10/2016,08/26/2021,2018
5806,LEXA,F,2010,Maltese,,10016,07/12/2016,08/26/2021,2018
7054,HULA,F,2016,Beagle,,10314,08/26/2016,08/26/2021,2018
78116,KYLIE,F,2010,Silky Terrier,,10465,06/11/2018,08/26/2021,2018
82943,RADER,M,2017,Shih Tzu,,10305,07/05/2018,08/26/2021,2018
93657,ZIBA,F,2018,Labrador Retriever Crossbreed,,10024,08/26/2018,08/26/2021,2018
93681,CHAUNCY,M,2016,"Dachshund, Long Haired Miniature",,10019,08/26/2018,08/26/2021,2018
99566,BUCKLEY,M,2009,Yorkshire Terrier,,10016,09/24/2018,08/26/2021,2018
83879,NONO,M,2014,Shih Tzu,,11414,08/06/2016,08/27/2021,2016
88707,LILY,F,2016,Dachshund Crossbreed,,10011,08/27/2016,08/27/2021,2016
92268,DEXTER,M,2011,Unknown,,11209,09/13/2016,08/27/2021,2016
92286,AVERY,F,2014,Unknown,,11415,09/13/2016,08/27/2021,2016
26690,NONO,M,2014,Shih Tzu,,11414,08/06/2016,08/27/2021,2017
29255,LILY,F,2016,Dachshund Crossbreed,,10011,08/27/2016,08/27/2021,2017
30388,BERTIE,M,2010,Cairn Terrier,,10019,09/08/2016,08/27/2021,2017
30874,DEXTER,M,2011,Unknown,,11209,09/13/2016,08/27/2021,2017
30904,AVERY,F,2014,Unknown,,11415,09/13/2016,08/27/2021,2017
90050,DANIA,F,2011,Cairn Terrier,,10473,08/27/2017,08/27/2021,2017
6436,NONO,M,2014,Shih Tzu,,11414,08/06/2016,08/27/2021,2018
7075,LILY,F,2016,Dachshund Crossbreed,,10011,08/27/2016,08/27/2021,2018
7400,BERTIE,M,2010,Cairn Terrier,,10019,09/08/2016,08/27/2021,2018
7498,AVERY,F,2014,Unknown,,11415,09/13/2016,08/27/2021,2018
7509,DEXTER,M,2011,Unknown,,11209,09/13/2016,08/27/2021,2018
33200,DANIA,F,2011,Cairn Terrier,,10473,08/27/2017,08/27/2021,2018
83553,GUS,M,2009,Unknown,,10027,07/08/2018,08/27/2021,2018
91110,HENRY,M,2014,"Mastiff, Bull",,10023,08/11/2018,08/27/2021,2018
93796,BEAUTY,F,2007,Shih Tzu,,11694,08/27/2018,08/27/2021,2018
93912,MAGGIE,F,2013,Weimaraner,,10001,08/27/2018,08/27/2021,2018
97022,PUPPY,M,2017,Havanese,,10475,09/11/2018,08/27/2021,2018
111323,OSCAR,M,2011,Unknown,,10033,11/27/2018,08/27/2021,2018
111371,MAGGIE,F,2008,Unknown,,10033,11/27/2018,08/27/2021,2018
88784,LAYLA,F,2006,Shih Tzu,,10040,08/28/2016,08/28/2021,2016
88789,SASHA,F,2005,Maltese,,11233,08/28/2016,08/28/2021,2016
88866,VIE,F,2016,Maltipoo,,11226,08/28/2016,08/28/2021,2016
93382,MATILDA,F,2014,Labrador Retriever Crossbreed,,11221,09/17/2016,08/28/2021,2016
29286,VIE,F,2016,Maltipoo,,11226,08/28/2016,08/28/2021,2017
29302,LAYLA,F,2006,Shih Tzu,,10040,08/28/2016,08/28/2021,2017
29306,SASHA,F,2005,Maltese,,11233,08/28/2016,08/28/2021,2017
31422,MATILDA,F,2014,Labrador Retriever Crossbreed,,11221,09/17/2016,08/28/2021,2017
7088,LAYLA,F,2006,Shih Tzu,,10040,08/28/2016,08/28/2021,2018
7089,SASHA,F,2005,Maltese,,11233,08/28/2016,08/28/2021,2018
7099,VIE,F,2016,Maltipoo,,11226,08/28/2016,08/28/2021,2018
7621,MATILDA,F,2014,Labrador Retriever Crossbreed,,11221,09/17/2016,08/28/2021,2018
93925,BENJI,M,2018,Bichon Frise Crossbreed,,11419,08/28/2018,08/28/2021,2018
93982,BLANCHE,F,2015,Chihuahua,,10009,08/28/2018,08/28/2021,2018
94039,BELLE,F,2011,Labrador Retriever,,10001,08/28/2018,08/28/2021,2018
94121,JASPER,M,2014,Labrador Retriever,,11215,08/28/2018,08/28/2021,2018
94783,BITS,F,2007,"Jindo Dog, Korea",,11233,08/31/2018,08/28/2021,2018
98037,LOLA,F,2014,Pomeranian,,10128,09/16/2018,08/28/2021,2018
98584,HARRY,M,2010,Pomeranian,,11373,09/19/2018,08/28/2021,2018
99244,GUS,M,2014,Unknown,,11417,09/22/2018,08/28/2021,2018
113318,WINNIE,F,2016,Labrador Retriever Crossbreed,,10456,12/07/2018,08/28/2021,2018
88413,MARCELA,F,2013,Unknown,,10024,08/25/2016,08/29/2021,2016
88924,FLUFFY,F,2013,Shih Tzu,,10013,08/29/2016,08/29/2021,2016
88938,CHIQUITA,F,2011,Maltese,,11224,08/29/2016,08/29/2021,2016
88964,BEN,M,2014,Cocker Spaniel,,10027,08/29/2016,08/29/2021,2016
88997,BOSCO,M,2016,Australian Shepherd,,10306,08/29/2016,08/29/2021,2016
29112,MARCELA,F,2013,Unknown,,10024,08/25/2016,08/29/2021,2017
29338,BOSCO,M,2016,Australian Shepherd,,10306,08/29/2016,08/29/2021,2017
29353,BEN,M,2014,Cocker Spaniel,,10027,08/29/2016,08/29/2021,2017
29392,FLUFFY,F,2013,Shih Tzu,,10013,08/29/2016,08/29/2021,2017
29410,CHIQUITA,F,2011,Maltese,,11224,08/29/2016,08/29/2021,2017
48429,KODIAK,M,2014,Alaskan Malamute,,11249,02/14/2017,08/29/2021,2017
7023,MARCELA,F,2013,Unknown,,10024,08/25/2016,08/29/2021,2018
7117,CHIQUITA,F,2011,Maltese,,11224,08/29/2016,08/29/2021,2018
7120,FLUFFY,F,2013,Shih Tzu,,10013,08/29/2016,08/29/2021,2018
7128,BOSCO,M,2016,Australian Shepherd,,10306,08/29/2016,08/29/2021,2018
7133,BEN,M,2014,Cocker Spaniel,,10027,08/29/2016,08/29/2021,2018
12627,KODIAK,M,2014,Alaskan Malamute,,11249,02/14/2017,08/29/2021,2018
82876,CHICO,M,2006,Dachshund Smooth Coat,,11355,07/05/2018,08/29/2021,2018
83847,BOWIE,M,2014,Dachshund Crossbreed,,10024,07/09/2018,08/29/2021,2018
94129,CHIQUITA,F,2009,Chihuahua,,11229,08/29/2018,08/29/2021,2018
94180,RAISEN,F,2011,Border Terrier,,10023,08/29/2018,08/29/2021,2018
94255,OLIVER,M,2016,"Dachshund, Long Haired Miniature",,11201,08/29/2018,08/29/2021,2018
75443,STELLA,F,2010,Unknown,,10011,07/04/2016,08/30/2021,2016
75757,TESS,F,2006,Unknown,,10302,07/06/2016,08/30/2021,2016
75830,MIETTE,F,2007,Yorkshire Terrier,,10012,07/06/2016,08/30/2021,2016
75930,SANDY,F,2010,Unknown,,10011,07/06/2016,08/30/2021,2016
78130,ZIGGY,M,2005,"Poodle, Standard",,10022,07/14/2016,08/30/2021,2016
80772,GINA,F,2006,Norwich Terrier,,10028,07/23/2016,08/30/2021,2016
89082,NASH,M,2013,Labrador Retriever,,11201,08/30/2016,08/30/2021,2016
89123,JASON,M,2007,Beagle Crossbreed,,10039,08/30/2016,08/30/2021,2016
89166,MILO,M,2013,Yorkshire Terrier,,10009,08/30/2016,08/30/2021,2016
89183,LUNA,F,2015,Labrador Retriever Crossbreed,,10312,08/30/2016,08/30/2021,2016
89529,M.,F,2005,Shih Tzu,,10462,09/01/2016,08/30/2021,2016
92436,JAVA,M,2006,Labrador Retriever,,10023,09/14/2016,08/30/2021,2016
93406,OREO,M,2006,Unknown,,11101,09/17/2016,08/30/2021,2016
100929,ABBIE,F,2008,Labrador Retriever,,11215,10/22/2016,08/30/2021,2016
22878,STELLA,F,2010,Unknown,,10011,07/04/2016,08/30/2021,2017
23008,SANDY,F,2010,Unknown,,10011,07/06/2016,08/30/2021,2017
23071,TESS,F,2006,Unknown,,10302,07/06/2016,08/30/2021,2017
23101,MIETTE,F,2007,Yorkshire Terrier,,10012,07/06/2016,08/30/2021,2017
24140,ZIGGY,M,2005,"Poodle, Standard",,10022,07/14/2016,08/30/2021,2017
25160,GINA,F,2006,Norwich Terrier,,10028,07/23/2016,08/30/2021,2017
29433,MILO,M,2013,Yorkshire Terrier,,10009,08/30/2016,08/30/2021,2017
29448,LUNA,F,2015,Labrador Retriever Crossbreed,,10312,08/30/2016,08/30/2021,2017
29468,NASH,M,2013,Labrador Retriever,,11201,08/30/2016,08/30/2021,2017
29501,JASON,M,2007,Beagle Crossbreed,,10039,08/30/2016,08/30/2021,2017
31114,JAVA,M,2006,Labrador Retriever,,10023,09/14/2016,08/30/2021,2017
31420,OREO,M,2006,Unknown,,11101,09/17/2016,08/30/2021,2017
35134,ABBIE,F,2008,Labrador Retriever,,11215,10/22/2016,08/30/2021,2017
97406,SANDWICH,F,2009,Boston Terrier,,10465,09/21/2017,08/30/2021,2017
5666,STELLA,F,2010,Unknown,,10011,07/04/2016,08/30/2021,2018
5706,TESS,F,2006,Unknown,,10302,07/06/2016,08/30/2021,2018
5708,MIETTE,F,2007,Yorkshire Terrier,,10012,07/06/2016,08/30/2021,2018
5714,SANDY,F,2010,Unknown,,10011,07/06/2016,08/30/2021,2018
5854,ZIGGY,M,2005,"Poodle, Standard",,10022,07/14/2016,08/30/2021,2018
6080,GINA,F,2006,Norwich Terrier,,10028,07/23/2016,08/30/2021,2018
7146,NASH,M,2013,Labrador Retriever,,11201,08/30/2016,08/30/2021,2018
7150,JASON,M,2007,Beagle Crossbreed,,10039,08/30/2016,08/30/2021,2018
7155,LUNA,F,2015,Labrador Retriever Crossbreed,,10312,08/30/2016,08/30/2021,2018
7160,MILO,M,2013,Yorkshire Terrier,,10009,08/30/2016,08/30/2021,2018
7529,JAVA,M,2006,Labrador Retriever,,10023,09/14/2016,08/30/2021,2018
7622,OREO,M,2006,Unknown,,11101,09/17/2016,08/30/2021,2018
8241,ABBIE,F,2008,Labrador Retriever,,11215,10/22/2016,08/30/2021,2018
36322,SANDWICH,F,2009,Boston Terrier,,10465,09/21/2017,08/30/2021,2018
83854,BELLA,F,2010,Labrador Retriever Crossbreed,,11201,07/09/2018,08/30/2021,2018
94976,LEO,M,2018,"Dachshund, Long Haired Miniature",,11249,09/01/2018,08/30/2021,2018
98238,XIAO,M,2006,Pekingese,,11358,09/17/2018,08/30/2021,2018
77260,PHOEBE,F,2015,Unknown,,10025,07/12/2016,08/31/2021,2016
89238,YAHOO,M,2011,Greyhound,,10031,08/31/2016,08/31/2021,2016
89248,BLEECKER,F,2010,Chihuahua,,10029,08/31/2016,08/31/2021,2016
89305,ROSIE,F,2016,American Bully,,11229,08/31/2016,08/31/2021,2016
89307,QUINCY,F,2013,Bulldog,,11222,08/31/2016,08/31/2021,2016
89324,SAMPSON,M,2015,Shih Tzu,,11205,08/31/2016,08/31/2021,2016
89384,BAILEY,F,2005,Schnauzer Crossbreed,,10475,08/31/2016,08/31/2021,2016
89385,BEAR,M,2015,Maltipoo,,10460,08/31/2016,08/31/2021,2016
23795,PHOEBE,F,2015,Unknown,,10025,07/12/2016,08/31/2021,2017
29540,BAILEY,F,2005,Schnauzer Crossbreed,,10475,08/31/2016,08/31/2021,2017
29541,BEAR,M,2015,Maltipoo,,10460,08/31/2016,08/31/2021,2017
29575,YAHOO,M,2011,Greyhound,,10031,08/31/2016,08/31/2021,2017
29585,BLEECKER,F,2010,Chihuahua,,10029,08/31/2016,08/31/2021,2017
29590,ROSIE,F,2016,American Bully,,11229,08/31/2016,08/31/2021,2017
29592,QUINCY,F,2013,Bulldog,,11222,08/31/2016,08/31/2021,2017
29609,SAMPSON,M,2015,Shih Tzu,,11205,08/31/2016,08/31/2021,2017
96166,ANGIE-ANGELINA,F,2008,Chihuahua,,10009,09/17/2017,08/31/2021,2017
5810,PHOEBE,F,2015,Unknown,,10025,07/12/2016,08/31/2021,2018
7171,SAMPSON,M,2015,Shih Tzu,,11205,08/31/2016,08/31/2021,2018
7177,YAHOO,M,2011,Greyhound,,10031,08/31/2016,08/31/2021,2018
7180,BLEECKER,F,2010,Chihuahua,,10029,08/31/2016,08/31/2021,2018
7183,ROSIE,F,2016,American Bully,,11229,08/31/2016,08/31/2021,2018
7185,QUINCY,F,2013,Bulldog,,11222,08/31/2016,08/31/2021,2018
7197,BAILEY,F,2005,Schnauzer Crossbreed,,10475,08/31/2016,08/31/2021,2018
7198,BEAR,M,2015,Maltipoo,,10460,08/31/2016,08/31/2021,2018
35830,ANGIE-ANGELINA,F,2008,Chihuahua,,10009,09/17/2017,08/31/2021,2018
83345,PENNY,F,2008,Shiba Inu,,11226,07/06/2018,08/31/2021,2018
94691,JIU,F,2005,Unknown,,10003,08/31/2018,08/31/2021,2018
94699,JAVI,M,2017,Pomeranian,,10024,08/31/2018,08/31/2021,2018
94821,BALTO,M,2016,German Shepherd Crossbreed,,10308,08/31/2018,08/31/2021,2018
115359,WAFFLES,M,2016,"Poodle, Miniature",,11105,12/18/2018,08/31/2021,2018
48856,THOMAS,M,2014,American Pit Bull Terrier/Pit Bull,,11106,03/11/2016,09/01/2021,2016
89556,FRANKIE,M,2014,Cavalier King Charles Spaniel,,11363,09/01/2016,09/01/2021,2016
11309,THOMAS,M,2014,American Pit Bull Terrier/Pit Bull,,11106,03/11/2016,09/01/2021,2017
29684,FRANKIE,M,2014,Cavalier King Charles Spaniel,,11363,09/01/2016,09/01/2021,2017
3761,THOMAS,M,2014,American Pit Bull Terrier/Pit Bull,,11106,03/11/2016,09/01/2021,2018
7208,FRANKIE,M,2014,Cavalier King Charles Spaniel,,11363,09/01/2016,09/01/2021,2018
94877,PARSLEY,F,2015,Labrador Retriever,,10301,09/01/2018,09/01/2021,2018
94886,MADISON,F,2018,Siberian Husky Crossbreed,,10308,09/01/2018,09/01/2021,2018
94968,LUNA,F,2008,Jack Russell Terrier Crossbreed,,10462,09/01/2018,09/01/2021,2018
95654,SHADOW,M,2008,Poodle,,11385,09/05/2018,09/01/2021,2018
31878,ANYA,F,2012,Yorkshire Terrier,,11223,11/17/2015,09/02/2021,2016
82840,BODEY,M,2014,Labrador Retriever,,11201,08/02/2016,09/02/2021,2016
89894,WAFFLES,F,2014,Terrier Crossbreed,,11218,09/02/2016,09/02/2021,2016
